,Price-index,Year,avg_Eco_policy,UNRATE,con_price_index,monthly_new_house,transportation,population,fedral_rate,govt_subsidies,mortgage,net_housing_value,household_income,avg_sales_price,homeownership_rate,Per_Capita_GDP,Interest_rate
193,199.226,2018.0,119.4275,4.1,248.693,5.3,264.47,205351513.930728,0.66,48.021,6.81,49.767,74580.0,513400.0,66.0,27610.128,7040.0
194,199.965,2018.0,112.85290322580644,4.0,248.978,5.0,266.591,205267918.37708,0.79,48.021,6.81,49.767,74580.0,513400.0,66.0,27610.128,7040.0
195,200.661,2018.0,101.35633333333332,4.0,249.514,5.4,273.206,205393193.929005,0.9,48.021,6.81,49.767,74580.0,513400.0,66.0,27610.128,7040.0
196,201.427,2018.0,92.18935483870968,3.8,250.376,5.1,276.569,205502426.80103895,0.91,48.021,6.81,49.767,74580.0,513400.0,66.0,27610.128,7040.0
197,202.232,2018.0,95.06,4.0,251.629,5.3,274.514,205687226.297763,1.04,48.021,6.81,49.767,74580.0,513400.0,66.0,27610.128,7040.0
198,202.907,2018.0,100.40903225806451,3.8,251.87,5.8,263.345,205738306.568501,1.15,48.021,6.81,49.767,74580.0,513400.0,66.0,27610.128,7040.0
199,203.684,2018.0,73.28774193548387,3.8,252.615,6.1,253.737,205719781.084534,1.16,48.021,6.81,49.767,74580.0,513400.0,66.0,27610.128,7040.0
200,204.343,2018.0,84.18766666666666,3.7,252.984,5.3,254.65,205689659.650249,1.15,48.021,6.81,49.767,74580.0,513400.0,66.0,27610.128,7040.0
201,205.103,2018.0,70.21064516129032,3.8,253.125,5.5,259.699,205674728.188026,1.15,48.021,6.81,49.767,74580.0,513400.0,66.0,27610.128,7040.0
202,205.656,2018.0,91.195,3.8,253.177,4.8,259.341,205660685.323879,1.16,48.021,6.81,49.767,74580.0,513400.0,66.0,27610.128,7040.0
203,206.138,2018.0,90.57258064516128,3.9,253.845,5.6,252.719,205804333.906644,1.3,48.021,6.81,49.767,74580.0,513400.0,66.0,27610.128,7040.0
204,206.522,2019.0,114.8,4.0,254.857,6.0,253.228,206344543.075414,1.41,48.021,6.81,49.767,74580.0,513400.0,66.0,27610.128,7040.0
205,206.858,2019.0,84.03857142857143,3.8,255.713,5.7,259.261,206312186.569498,1.42,48.021,6.81,49.767,74580.0,513400.0,66.0,27610.128,7040.0
206,207.074,2019.0,76.3758064516129,3.8,256.388,5.2,261.019,206372831.658204,1.51,48.021,6.81,49.767,74580.0,513400.0,66.0,27610.128,7040.0
207,207.524,2019.0,88.596,3.6,256.969,5.6,264.99,206276661.888112,1.69,48.021,6.81,49.767,74580.0,513400.0,66.0,27610.128,7040.0
208,208.148,2019.0,87.86741935483872,3.7,257.907,5.5,268.864,206525473.357245,1.7,48.021,6.81,49.767,74580.0,513400.0,66.0,27610.128,7040.0
209,208.65,2019.0,103.78933333333332,3.6,258.71,5.8,266.978,206659173.823112,1.82,48.021,6.81,49.767,74580.0,513400.0,66.0,27610.128,7040.0
210,209.281,2019.0,99.52677419354838,3.7,259.268,6.0,259.36,206655624.781373,1.91,48.021,6.81,49.767,74580.0,513400.0,66.0,27610.128,7040.0
211,210.083,2019.0,85.71451612903226,3.7,259.884,6.5,253.387,206658042.804232,1.91,48.021,6.81,49.767,74580.0,513400.0,66.0,27610.128,7040.0
212,210.892,2019.0,67.36266666666667,3.5,259.941,6.6,254.266,206634780.35646105,1.95,48.021,6.81,49.767,74580.0,513400.0,66.0,27610.128,7040.0
213,211.779,2019.0,90.25129032258064,3.6,260.268,7.2,258.42,206625758.029937,2.19,48.021,6.81,49.767,74580.0,513400.0,66.0,27610.128,7040.0
214,212.77,2019.0,79.472,3.6,260.473,6.4,256.986,206649232.130241,2.2,48.021,6.81,49.767,74580.0,513400.0,66.0,27610.128,7040.0
215,213.911,2019.0,127.53290322580644,3.6,261.36,7.6,248.489,206768336.69479,2.27,48.021,6.81,49.767,74580.0,513400.0,66.0,27610.128,7040.0
216,214.971,2020.0,146.5874193548387,3.5,262.284,7.0,248.142,206195132.976976,2.4,48.021,6.81,49.767,74580.0,513400.0,66.0,27610.128,7040.0
217,215.865,2020.0,82.65035714285713,3.5,263.057,6.4,254.643,206161240.463152,2.4,48.021,6.81,49.767,74580.0,513400.0,66.0,27610.128,7040.0
218,216.415,2020.0,94.65645161290321,4.4,263.886,5.7,256.023,206102863.946716,2.41,48.021,6.81,49.767,74580.0,513400.0,66.0,27610.128,7040.0
219,216.823,2020.0,78.739,14.7,264.452,5.8,261.903,206172550.777842,2.42,48.021,6.81,49.767,74580.0,513400.0,66.0,27610.128,7040.0
220,216.992,2020.0,94.45225806451614,13.2,265.137,6.7,271.37,206450917.997713,2.39,48.021,6.81,49.767,74580.0,513400.0,66.0,27610.128,7040.0
221,217.612,2020.0,137.37066666666666,11.0,266.461,5.2,269.935,206561471.831503,2.38,48.021,6.81,49.767,74580.0,513400.0,66.0,27610.128,7040.0
222,219.373,2020.0,94.79645161290321,10.2,267.101,5.9,261.165,206406247.33032,2.4,48.021,6.81,49.767,74580.0,513400.0,66.0,27610.128,7040.0
223,222.372,2020.0,155.2332258064516,8.4,267.263,5.4,257.167,206400190.485784,2.13,48.021,6.81,49.767,74580.0,513400.0,66.0,27610.128,7040.0
224,225.821,2020.0,118.307,7.9,267.822,5.4,258.612,206317795.986342,2.04,48.021,6.81,49.767,74580.0,513400.0,66.0,27610.128,7040.0
225,229.747,2020.0,98.00290322580643,6.9,267.794,5.3,261.927,206248793.258298,1.83,48.021,6.81,49.767,74580.0,513400.0,66.0,27610.128,7040.0
226,233.183,2020.0,81.042,6.7,267.925,5.4,261.77,206324586.903383,1.55,48.021,6.81,49.767,74580.0,513400.0,66.0,27610.128,7040.0
227,236.453,2020.0,121.3074193548387,6.7,268.236,5.6,250.902,206397971.567839,1.55,48.021,6.81,49.767,74580.0,513400.0,66.0,27610.128,7040.0
228,239.52,2021.0,110.07451612903223,6.3,269.468,5.7,252.59,205738360.634943,1.55,48.021,6.81,49.767,74580.0,513400.0,66.0,27610.128,7040.0
229,242.365,2021.0,113.26,6.2,270.281,5.6,258.708,205608674.614351,1.58,48.021,6.81,49.767,74580.0,513400.0,66.0,27610.128,7040.0
230,245.478,2021.0,380.3896774193548,6.1,270.273,6.5,237.553,205444401.983235,0.65,48.021,6.81,49.767,74580.0,513400.0,66.0,27610.128,7040.0
231,249.08,2021.0,555.3246666666666,6.1,270.184,6.9,219.993,206991879.722064,0.05,48.021,6.81,49.767,74580.0,513400.0,66.0,27610.128,7040.0
232,253.426,2021.0,484.1822580645161,5.8,270.823,5.4,217.731,206806811.868266,0.05,48.021,6.81,49.767,74580.0,513400.0,66.0,27610.128,7040.0
233,258.346,2021.0,313.916,5.9,271.831,3.8,219.68,205516631.83436105,0.08,48.021,6.81,49.767,74580.0,513400.0,66.0,27610.128,7040.0
234,262.803,2021.0,359.4525806451613,5.4,272.445,3.4,219.055,205383291.36988705,0.09,48.021,6.81,49.767,74580.0,513400.0,66.0,27610.128,7040.0
235,266.796,2021.0,298.5867741935484,5.2,272.866,3.3,212.132,205756721.971442,0.1,48.021,6.81,49.767,74580.0,513400.0,66.0,27610.128,7040.0
236,270.343,2021.0,247.73666666666665,4.8,273.116,3.4,215.875,206102392.89660496,0.09,48.021,6.81,49.767,74580.0,513400.0,66.0,27610.128,7040.0
237,273.729,2021.0,271.4293548387097,4.5,273.014,3.3,224.953,206062967.906825,0.09,48.021,6.81,49.767,74580.0,513400.0,66.0,27610.128,7040.0
238,277.17,2021.0,264.6863333333333,4.2,273.29,4.0,230.478,206157848.349687,0.09,48.021,6.81,49.767,74580.0,513400.0,66.0,27610.128,7040.0
239,281.291,2021.0,238.67387096774195,3.9,273.684,4.1,220.685,206072530.61728495,0.09,48.021,6.81,49.767,74580.0,513400.0,66.0,27610.128,7040.0
240,285.86,2022.0,216.06225806451607,4.0,274.336,4.0,217.5,204942957.947155,0.09,48.021,6.81,49.767,74580.0,513400.0,66.0,27610.128,7040.0
241,291.134,2022.0,154.39642857142857,3.8,275.137,4.9,216.869,204900632.51885095,0.08,48.021,6.81,49.767,74580.0,513400.0,66.0,27610.128,7040.0
242,296.446,2022.0,176.70193548387095,3.6,276.028,4.4,218.036,205013086.55691305,0.07,48.021,6.81,49.767,74580.0,513400.0,66.0,27610.128,7040.0
243,300.566,2022.0,122.48066666666666,3.6,277.258,4.7,235.401,205390470.988754,0.07,48.021,6.81,49.767,74580.0,513400.0,66.0,27610.128,7040.0
244,303.776,2022.0,129.4448387096774,3.6,278.648,5.6,252.454,205611509.059514,0.06,48.021,6.81,49.767,74580.0,513400.0,66.0,27610.128,7040.0
245,304.693,2022.0,113.146,3.6,280.366,5.8,257.579,205376625.956331,0.08,48.021,6.81,49.767,74580.0,513400.0,66.0,27610.128,7040.0
246,303.851,2022.0,130.01032258064515,3.5,281.604,5.7,249.703,205344083.081467,0.1,48.021,6.81,49.767,74580.0,513400.0,66.0,27610.128,7040.0
247,301.401,2022.0,124.14419354838708,3.7,282.391,6.5,229.893,205334928.579499,0.09,48.021,6.81,49.767,74580.0,513400.0,66.0,27610.128,7040.0
248,299.313,2022.0,120.22966666666666,3.5,283.744,6.0,219.394,205452287.613564,0.08,48.021,6.81,49.767,74580.0,513400.0,66.0,27610.128,7040.0
249,298.921,2022.0,109.6483870967742,3.7,285.31,6.8,222.577,205370913.422304,0.08,48.021,6.81,49.767,74580.0,513400.0,66.0,27610.128,7040.0
250,298.209,2022.0,135.15266666666665,3.6,286.308,6.0,229.161,205364326.70385203,0.08,48.021,6.81,49.767,74580.0,513400.0,66.0,27610.128,7040.0
251,297.346,2022.0,137.1274193548387,3.5,287.511,5.6,225.937,205320479.360096,0.08,48.021,6.81,49.767,74580.0,513400.0,66.0,27610.128,7040.0
